HourlyStep;steps;duration [s];distance [m];calories [kcal];floors [min. high three meter];hourIndex;weekDayIndex
2019-06-20 12:00:00 +0000;1226;694;728.6;50;1;12;5
2019-06-20 13:00:00 +0000;712;403;459.0;31;0;13;5
2019-06-20 14:00:00 +0000;302;171;187.6;13;0;14;5
2019-06-20 15:00:00 +0000;1065;603;707.4;48;1;15;5
2019-06-20 16:00:00 +0000;995;564;671.0;46;1;16;5
2019-06-20 17:00:00 +0000;1123;636;671.2;46;0;17;5
2019-06-20 19:00:00 +0000;25;14;17.2;1;0;19;5
2019-06-20 20:00:00 +0000;1017;576;653.3;45;1;20;5
2019-06-20 21:00:00 +0000;929;526;576.8;39;0;21;5
2019-06-20 22:00:00 +0000;1530;867;965.0;66;0;22;5
2019-06-20 23:00:00 +0000;816;462;549.0;38;2;23;5
2019-06-21 08:00:00 +0000;1395;790;938.2;64;2;8;6
2019-06-21 09:00:00 +0000;1242;703;775.8;53;0;9;6
2019-06-21 10:00:00 +0000;989;560;599.9;41;0;10;6
2019-06-21 11:00:00 +0000;807;457;505.1;35;0;11;6
2019-06-21 12:00:00 +0000;171;97;100.1;7;0;12;6
2019-06-21 13:00:00 +0000;251;142;175.1;12;1;13;6
2019-06-21 15:00:00 +0000;13;7;9.6;1;0;15;6
2019-06-21 16:00:00 +0000;1158;656;676.9;46;0;16;6
2019-06-21 17:00:00 +0000;419;237;263.8;18;0;17;6
2019-06-21 18:00:00 +0000;1052;596;659.3;45;0;18;6
2019-06-21 20:00:00 +0000;213;121;120.2;8;1;20;6
2019-06-21 21:00:00 +0000;197;112;139.6;10;0;21;6
2019-06-21 22:00:00 +0000;1043;591;619.9;42;0;22;6
2019-06-21 23:00:00 +0000;33;19;25.5;2;0;23;6
2019-06-22 13:00:00 +0000;31;18;23.0;2;0;13;7
2019-06-22 15:00:00 +0000;40;23;31.8;2;0;15;7
2019-06-22 18:00:00 +0000;118;67;89.4;6;0;18;7
2019-06-22 19:00:00 +0000;39;22;28.5;2;0;19;7
2019-06-22 22:00:00 +0000;265;150;225.6;15;0;22;7
2019-06-23 12:00:00 +0000;20;11;15.7;1;0;12;1
2019-06-23 13:00:00 +0000;16;9;11.8;1;0;13;1
2019-06-23 18:00:00 +0000;19;11;14.6;1;0;18;1
2019-06-23 19:00:00 +0000;80;45;57.5;4;0;19;1
2019-06-23 20:00:00 +0000;423;240;338.8;23;0;20;1
2019-06-23 21:00:00 +0000;131;74;99.0;7;0;21;1
2019-06-23 22:00:00 +0000;36;20;28.0;2;0;22;1
2019-06-23 23:00:00 +0000;12;7;5.9;0;0;23;1
2019-06-24 07:00:00 +0000;11;6;5.3;0;0;7;2
2019-06-24 09:00:00 +0000;13;7;6.8;0;0;9;2
2019-06-24 14:00:00 +0000;56;32;46.9;3;0;14;2
2019-06-24 15:00:00 +0000;53;30;40.3;3;0;15;2
2019-06-24 17:00:00 +0000;45;25;31.6;2;0;17;2
2019-06-24 18:00:00 +0000;6;3;2.9;0;0;18;2
2019-06-24 19:00:00 +0000;4;2;3.0;0;0;19;2
2019-06-24 21:00:00 +0000;62;35;42.7;3;0;21;2
2019-06-24 22:00:00 +0000;97;55;78.0;5;0;22;2
2019-06-24 23:00:00 +0000;8;5;3.8;0;0;23;2
2019-06-25 07:00:00 +0000;172;97;104.3;7;0;7;3
2019-06-25 08:00:00 +0000;348;197;215.7;15;0;8;3
2019-06-25 09:00:00 +0000;176;100;145.5;10;0;9;3
2019-06-25 10:00:00 +0000;1142;647;918.3;63;0;10;3
2019-06-25 11:00:00 +0000;374;212;258.6;18;0;11;3
2019-06-25 12:00:00 +0000;24;14;20.4;1;0;12;3
2019-06-25 20:00:00 +0000;151;86;101.5;7;0;20;3
2019-06-25 21:00:00 +0000;344;195;203.6;14;0;21;3
2019-06-25 22:00:00 +0000;161;91;91.9;6;0;22;3
2019-06-25 23:00:00 +0000;7;4;4.2;0;0;23;3
2019-06-26 00:00:00 +0000;16;9;7.2;0;0;0;4
2019-06-26 07:00:00 +0000;77;44;49.3;3;0;7;4
2019-06-26 08:00:00 +0000;50;28;31.5;2;0;8;4
2019-06-26 09:00:00 +0000;48;27;43.6;3;0;9;4
2019-06-26 10:00:00 +0000;2307;1307;1762.6;121;0;10;4
2019-06-26 11:00:00 +0000;4163;2358;2948.7;202;1;11;4
2019-06-26 12:00:00 +0000;1196;677;793.2;54;0;12;4
2019-06-26 13:00:00 +0000;61;35;49.0;3;0;13;4
2019-06-26 17:00:00 +0000;154;87;104.0;7;0;17;4
2019-06-26 18:00:00 +0000;169;96;114.6;8;0;18;4
2019-06-26 19:00:00 +0000;1002;568;649.8;44;0;19;4
2019-06-26 20:00:00 +0000;452;256;287.6;20;0;20;4
2019-06-26 21:00:00 +0000;18;10;9.8;1;0;21;4
2019-06-26 22:00:00 +0000;19;11;10.8;1;0;22;4
2019-06-26 23:00:00 +0000;210;119;137.8;9;0;23;4
2019-06-27 08:00:00 +0000;1514;858;972.9;67;0;8;5
2019-06-27 09:00:00 +0000;4537;2570;3975.7;272;1;9;5
2019-06-27 10:00:00 +0000;98;56;73.1;5;0;10;5
2019-06-27 14:00:00 +0000;19;11;14.3;1;0;14;5
2019-06-27 17:00:00 +0000;46;26;36.6;3;0;17;5
2019-06-27 18:00:00 +0000;52;29;45.1;3;0;18;5
2019-06-27 19:00:00 +0000;70;40;48.9;3;0;19;5
2019-06-27 20:00:00 +0000;25;14;18.4;1;0;20;5
2019-06-27 21:00:00 +0000;12;7;7.9;1;0;21;5
2019-06-27 22:00:00 +0000;26;15;18.5;1;0;22;5
2019-06-27 23:00:00 +0000;30;17;18.9;1;0;23;5
2019-06-28 08:00:00 +0000;25;14;19.3;1;0;8;6
2019-06-28 09:00:00 +0000;11;6;7.4;1;0;9;6
2019-06-28 10:00:00 +0000;72;41;71.7;5;0;10;6
2019-06-28 13:00:00 +0000;99;56;63.8;4;0;13;6
2019-06-28 14:00:00 +0000;40;23;32.0;2;0;14;6
2019-06-28 15:00:00 +0000;223;126;175.0;12;0;15;6
2019-06-28 16:00:00 +0000;133;75;99.2;7;0;16;6
2019-06-28 17:00:00 +0000;9;5;4.6;0;0;17;6
2019-06-28 18:00:00 +0000;1003;568;828.7;57;0;18;6
2019-06-28 19:00:00 +0000;700;396;538.9;37;0;19;6
2019-06-29 00:00:00 +0000;22;12;14.6;1;0;0;7
2019-06-29 01:00:00 +0000;468;265;327.0;22;0;1;7
2019-06-29 02:00:00 +0000;557;315;397.1;27;0;2;7
2019-06-29 03:00:00 +0000;94;53;62.1;4;0;3;7
2019-06-29 04:00:00 +0000;249;141;180.1;12;0;4;7
2019-06-29 05:00:00 +0000;90;51;70.8;5;0;5;7
2019-06-29 07:00:00 +0000;1045;592;745.5;51;0;7;7
2019-06-29 08:00:00 +0000;2081;1179;1448.4;99;0;8;7
2019-06-29 09:00:00 +0000;620;351;432.5;30;0;9;7
2019-06-29 12:00:00 +0000;23;13;18.8;1;0;12;7
2019-06-29 13:00:00 +0000;128;72;99.1;7;0;13;7
2019-06-29 15:00:00 +0000;257;146;169.2;12;1;15;7
2019-06-29 20:00:00 +0000;82;46;62.6;4;1;20;7
2019-06-30 10:00:00 +0000;107;61;89.0;6;0;10;1
2019-06-30 12:00:00 +0000;713;404;499.9;34;0;12;1
2019-06-30 13:00:00 +0000;144;82;98.3;7;0;13;1
2019-06-30 18:00:00 +0000;133;75;109.9;8;0;18;1
2019-06-30 19:00:00 +0000;52;29;41.0;3;0;19;1
2019-06-30 20:00:00 +0000;139;79;103.2;7;0;20;1
2019-06-30 21:00:00 +0000;385;218;268.2;18;0;21;1
2019-06-30 22:00:00 +0000;88;50;62.4;4;0;22;1
2019-07-01 05:00:00 +0000;50;28;37.8;3;0;5;2
2019-07-01 10:00:00 +0000;69;39;45.1;3;0;10;2
2019-07-01 13:00:00 +0000;5;3;3.8;0;0;13;2
2019-07-01 19:00:00 +0000;94;53;61.8;4;0;19;2
2019-07-01 20:00:00 +0000;30;17;23.2;2;0;20;2
2019-07-02 06:00:00 +0000;15;8;11.4;1;0;6;3
2019-07-02 08:00:00 +0000;74;42;57.9;4;1;8;3
2019-07-02 14:00:00 +0000;34;19;31.0;2;1;14;3
2019-07-02 18:00:00 +0000;13;7;6.8;0;0;18;3
2019-07-02 19:00:00 +0000;134;76;134.0;9;1;19;3
2019-07-02 20:00:00 +0000;302;171;184.8;13;0;20;3
2019-07-03 10:00:00 +0000;287;163;193.1;13;1;10;4
2019-07-03 13:00:00 +0000;11;6;8.2;1;0;13;4
2019-07-03 14:00:00 +0000;10;6;7.5;1;0;14;4
2019-07-04 19:00:00 +0000;22;12;17.7;1;2;19;5
2019-07-04 20:00:00 +0000;202;114;142.2;10;0;20;5
2019-07-05 08:00:00 +0000;53;30;42.1;3;0;8;6
2019-07-05 09:00:00 +0000;164;93;128.9;9;2;9;6
2019-07-05 10:00:00 +0000;884;501;647.5;44;3;10;6
2019-07-05 11:00:00 +0000;1563;885;1103.7;75;0;11;6
2019-07-05 12:00:00 +0000;1303;738;901.8;62;6;12;6
2019-07-05 13:00:00 +0000;46;26;31.6;2;0;13;6
2019-07-05 14:00:00 +0000;650;368;466.8;32;0;14;6
2019-07-05 15:00:00 +0000;474;268;325.3;22;3;15;6
2019-07-05 17:00:00 +0000;457;259;306.2;21;1;17;6
2019-07-05 23:00:00 +0000;15;8;11.0;1;0;23;6
2019-07-06 01:00:00 +0000;43;24;31.8;2;0;1;7
2019-07-06 09:00:00 +0000;8;5;5.9;0;0;9;7
2019-07-06 16:00:00 +0000;1070;606;680.7;47;1;16;7
2019-07-07 14:00:00 +0000;44;25;29.5;2;0;14;1
2019-07-07 15:00:00 +0000;56;32;42.4;3;1;15;1
2019-07-07 16:00:00 +0000;47;27;40.1;3;0;16;1
2019-07-07 20:00:00 +0000;36;20;27.7;2;0;20;1
2019-07-07 21:00:00 +0000;19;11;15.1;1;0;21;1
2019-07-08 17:00:00 +0000;122;69;85.9;6;1;17;2
2019-07-08 19:00:00 +0000;71;40;42.0;3;1;19;2
2019-07-08 20:00:00 +0000;19;11;8.5;1;0;20;2
2019-07-08 21:00:00 +0000;65;37;65.7;4;0;21;2
2019-07-09 00:00:00 +0000;13;7;8.1;1;0;0;3
2019-07-09 01:00:00 +0000;66;37;40.0;3;1;1;3
2019-07-09 12:00:00 +0000;840;476;592.4;41;3;12;3
2019-07-09 13:00:00 +0000;103;58;76.6;5;0;13;3
2019-07-09 14:00:00 +0000;1999;1132;1363.5;93;6;14;3
2019-07-09 15:00:00 +0000;334;189;219.3;15;1;15;3
2019-07-09 18:00:00 +0000;19;11;17.6;1;0;18;3
2019-07-09 19:00:00 +0000;1091;618;703.0;48;1;19;3
2019-07-09 20:00:00 +0000;26;15;20.3;1;0;20;3
2019-07-10 01:00:00 +0000;4;2;3.6;0;0;1;4
2019-07-10 11:00:00 +0000;142;80;96.7;7;0;11;4
2019-07-10 12:00:00 +0000;551;312;408.2;28;5;12;4
2019-07-10 13:00:00 +0000;253;143;178.4;12;1;13;4
2019-07-11 00:00:00 +0000;46;26;22.6;2;0;0;5
2019-07-11 09:00:00 +0000;328;186;215.8;15;2;9;5
2019-07-11 10:00:00 +0000;3655;2070;2589.8;177;0;10;5
2019-07-11 11:00:00 +0000;2472;1400;1796.4;123;2;11;5
2019-07-11 12:00:00 +0000;3933;2228;2471.4;169;2;12;5
2019-07-11 13:00:00 +0000;998;565;692.5;47;0;13;5
2019-07-11 14:00:00 +0000;1016;575;693.2;47;1;14;5
2019-07-11 15:00:00 +0000;3499;1982;2134.7;146;1;15;5
2019-07-11 16:00:00 +0000;12;7;8.6;1;0;16;5
2019-07-11 18:00:00 +0000;251;142;220.9;15;1;18;5
2019-07-11 19:00:00 +0000;12;7;9.7;1;1;19;5
2019-07-11 20:00:00 +0000;269;152;203.8;14;1;20;5
2019-07-11 21:00:00 +0000;6;3;3.3;0;0;21;5
2019-07-11 22:00:00 +0000;39;22;22.4;2;0;22;5
2019-07-11 23:00:00 +0000;67;38;40.3;3;1;23;5
2019-07-12 01:00:00 +0000;50;28;26.7;2;0;1;6
2019-07-12 03:00:00 +0000;21;12;15.6;1;0;3;6
2019-07-12 15:00:00 +0000;31;18;26.2;2;0;15;6
2019-07-12 16:00:00 +0000;552;313;402.5;28;1;16;6
2019-07-12 17:00:00 +0000;768;435;538.5;37;0;17;6
2019-07-12 18:00:00 +0000;102;58;60.4;4;0;18;6
2019-07-12 19:00:00 +0000;81;46;71.3;5;1;19;6
2019-07-13 11:00:00 +0000;1059;600;902.7;62;0;11;7
2019-07-13 12:00:00 +0000;44;25;32.3;2;0;12;7
2019-07-13 13:00:00 +0000;506;287;340.1;23;1;13;7
2019-07-13 15:00:00 +0000;194;110;145.2;10;0;15;7
2019-07-13 16:00:00 +0000;68;39;48.7;3;1;16;7
2019-07-13 19:00:00 +0000;1600;906;1501.7;103;2;19;7
2019-07-13 20:00:00 +0000;37;21;26.7;2;0;20;7
2019-07-13 23:00:00 +0000;11;6;5.2;0;0;23;7
2019-07-14 00:00:00 +0000;11;6;8.2;1;0;0;1
2019-07-14 04:00:00 +0000;38;22;31.8;2;0;4;1
2019-07-14 13:00:00 +0000;14;8;10.0;1;0;13;1
2019-07-14 21:00:00 +0000;75;42;45.9;3;0;21;1
2019-07-14 22:00:00 +0000;69;39;42.4;3;0;22;1
2019-07-14 23:00:00 +0000;62;35;41.4;3;0;23;1
2019-07-15 00:00:00 +0000;27;15;29.4;2;0;0;2
2019-07-15 03:00:00 +0000;9;5;4.5;0;0;3;2
2019-07-15 12:00:00 +0000;8;5;4.1;0;0;12;2
2019-07-15 18:00:00 +0000;7;4;4.5;0;1;18;2
2019-07-15 19:00:00 +0000;237;134;160.6;11;0;19;2
2019-07-15 20:00:00 +0000;3;2;1.5;0;0;20;2
2019-07-15 22:00:00 +0000;8;5;3.5;0;0;22;2
2019-07-16 13:00:00 +0000;162;92;119.2;8;1;13;3
2019-07-16 14:00:00 +0000;322;182;229.9;16;1;14;3
2019-07-16 15:00:00 +0000;603;342;420.8;29;8;15;3
2019-07-16 16:00:00 +0000;31;18;23.1;2;0;16;3
2019-07-16 17:00:00 +0000;8;5;5.9;0;0;17;3
2019-07-16 19:00:00 +0000;70;40;57.8;4;2;19;3
2019-07-16 20:00:00 +0000;127;72;89.6;6;0;20;3
2019-07-16 23:00:00 +0000;18;10;13.3;1;0;23;3
2019-07-17 00:00:00 +0000;9;5;6.9;0;0;0;4
2019-07-17 02:00:00 +0000;35;20;27.5;2;0;2;4
2019-07-17 11:00:00 +0000;125;71;98.5;7;1;11;4
2019-07-17 13:00:00 +0000;18;10;12.7;1;1;13;4
2019-07-17 16:00:00 +0000;529;300;444.1;30;4;16;4
2019-07-17 17:00:00 +0000;44;25;23.9;2;0;17;4
2019-07-17 18:00:00 +0000;131;74;121.1;8;0;18;4
2019-07-18 01:00:00 +0000;31;18;20.4;1;0;1;5
2019-07-18 03:00:00 +0000;65;37;48.9;3;1;3;5
2019-07-18 04:00:00 +0000;77;44;57.0;4;0;4;5
2019-07-18 05:00:00 +0000;257;146;162.7;11;1;5;5
2019-07-18 09:00:00 +0000;157;89;96.5;7;1;9;5
2019-07-18 10:00:00 +0000;437;248;281.9;19;2;10;5
2019-07-18 11:00:00 +0000;60;34;42.5;3;0;11;5
2019-07-18 12:00:00 +0000;21;12;14.1;1;0;12;5
2019-07-18 13:00:00 +0000;27;15;20.4;1;0;13;5
2019-07-18 14:00:00 +0000;618;350;454.9;31;2;14;5
2019-07-18 15:00:00 +0000;68;39;50.5;3;0;15;5
2019-07-18 16:00:00 +0000;74;42;77.5;5;0;16;5
2019-07-18 19:00:00 +0000;29;16;28.1;2;0;19;5
2019-07-18 20:00:00 +0000;177;100;170.3;12;0;20;5
2019-07-18 22:00:00 +0000;80;45;58.7;4;0;22;5
2019-07-18 23:00:00 +0000;50;28;43.0;3;0;23;5
2019-07-19 00:00:00 +0000;3;2;2.2;0;0;0;6
2019-07-19 15:00:00 +0000;18;10;10.3;1;0;15;6
2019-07-19 19:00:00 +0000;5;3;4.7;0;0;19;6
2019-07-19 20:00:00 +0000;23;13;20.2;1;0;20;6
2019-07-19 21:00:00 +0000;73;41;45.1;3;1;21;6
2019-07-20 00:00:00 +0000;18;10;13.7;1;0;0;7
2019-07-20 05:00:00 +0000;16;9;12.0;1;0;5;7
2019-07-20 10:00:00 +0000;48;27;34.5;2;0;10;7
2019-07-20 12:00:00 +0000;38;22;39.9;3;0;12;7
2019-07-20 13:00:00 +0000;20;11;12.2;1;1;13;7
2019-07-20 14:00:00 +0000;32;18;25.2;2;1;14;7
2019-07-20 19:00:00 +0000;8;5;7.4;1;0;19;7
2019-07-21 01:00:00 +0000;62;35;43.8;3;1;1;1
2019-07-21 12:00:00 +0000;6;3;4.3;0;0;12;1
2019-07-21 19:00:00 +0000;31;18;30.1;2;0;19;1
2019-07-21 20:00:00 +0000;173;98;137.9;9;0;20;1
2019-07-21 21:00:00 +0000;29;16;27.5;2;0;21;1
2019-07-21 23:00:00 +0000;13;7;11.6;1;0;23;1
2019-07-22 12:00:00 +0000;24;14;20.2;1;0;12;2
2019-07-23 09:00:00 +0000;24;14;16.3;1;0;9;3
2019-07-23 14:00:00 +0000;49;28;34.0;2;0;14;3
2019-07-23 15:00:00 +0000;288;163;205.3;14;0;15;3
2019-07-23 16:00:00 +0000;528;299;369.0;25;0;16;3
2019-07-23 17:00:00 +0000;249;141;156.9;11;9;17;3
2019-07-23 18:00:00 +0000;44;25;31.8;2;0;18;3
2019-07-24 00:00:00 +0000;7;4;5.3;0;1;0;4
2019-07-24 01:00:00 +0000;90;51;69.8;5;0;1;4
2019-07-24 15:00:00 +0000;22;12;16.7;1;0;15;4
2019-07-24 16:00:00 +0000;59;33;45.9;3;0;16;4
2019-07-24 17:00:00 +0000;54;31;27.3;2;0;17;4
2019-07-24 18:00:00 +0000;130;74;99.4;7;1;18;4
2019-07-24 19:00:00 +0000;50;28;30.9;2;0;19;4
2019-07-24 22:00:00 +0000;318;180;200.2;14;0;22;4
2019-07-25 02:00:00 +0000;6;3;3.2;0;0;2;5
2019-07-25 10:00:00 +0000;49;28;42.0;3;0;10;5
2019-07-25 11:00:00 +0000;576;326;360.7;25;2;11;5
2019-07-25 15:00:00 +0000;28;16;25.5;2;0;15;5
2019-07-25 16:00:00 +0000;14;8;9.8;1;0;16;5
2019-07-25 17:00:00 +0000;1061;601;709.2;49;6;17;5
2019-07-25 21:00:00 +0000;42;24;21.5;1;0;21;5
2019-07-25 23:00:00 +0000;167;95;109.6;7;0;23;5
2019-07-26 00:00:00 +0000;970;549;719.0;49;11;0;6
2019-07-26 12:00:00 +0000;11;6;8.1;1;0;12;6
2019-07-26 18:00:00 +0000;99;56;72.4;5;0;18;6
2019-07-26 19:00:00 +0000;8;5;5.8;0;0;19;6
2019-07-26 21:00:00 +0000;19;11;12.3;1;0;21;6
2019-07-27 08:00:00 +0000;39;22;31.2;2;0;8;7
2019-07-27 09:00:00 +0000;31;18;25.6;2;0;9;7
2019-07-27 11:00:00 +0000;111;63;66.9;5;0;11;7
2019-07-27 12:00:00 +0000;2;1;1.5;0;0;12;7
2019-07-27 15:00:00 +0000;31;18;16.9;1;0;15;7
2019-07-27 17:00:00 +0000;234;133;172.4;12;0;17;7
2019-07-28 01:00:00 +0000;16;9;11.5;1;0;1;1
2019-07-28 14:00:00 +0000;84;48;54.3;4;0;14;1
2019-07-28 15:00:00 +0000;54;31;30.6;2;1;15;1
2019-07-28 17:00:00 +0000;39;22;22.3;2;0;17;1
2019-07-28 18:00:00 +0000;365;207;224.7;15;0;18;1
2019-07-28 21:00:00 +0000;17;10;10.2;1;0;21;1
2019-07-29 02:00:00 +0000;18;10;9.4;1;0;2;2
2019-07-29 10:00:00 +0000;56;32;36.3;2;0;10;2
2019-07-29 11:00:00 +0000;8;5;4.2;0;0;11;2
2019-07-29 18:00:00 +0000;120;68;84.4;6;1;18;2
2019-07-29 19:00:00 +0000;95;54;58.8;4;0;19;2
2019-07-29 20:00:00 +0000;72;41;54.6;4;0;20;2
2019-07-29 21:00:00 +0000;18;10;13.6;1;0;21;2
2019-07-29 22:00:00 +0000;62;35;43.1;3;0;22;2
2019-07-29 23:00:00 +0000;26;15;17.8;1;0;23;2
2019-07-30 10:00:00 +0000;21;12;13.8;1;0;10;3
2019-07-30 12:00:00 +0000;52;29;47.0;3;0;12;3
2019-07-30 13:00:00 +0000;346;196;267.7;18;0;13;3
2019-07-30 14:00:00 +0000;500;283;329.1;23;0;14;3
2019-07-30 15:00:00 +0000;799;453;552.7;38;11;15;3
2019-07-30 16:00:00 +0000;75;42;57.4;4;1;16;3
2019-07-30 18:00:00 +0000;14;8;10.0;1;0;18;3
2019-07-30 19:00:00 +0000;39;22;32.0;2;0;19;3
2019-07-31 01:00:00 +0000;12;7;6.0;0;0;1;4
2019-07-31 11:00:00 +0000;1286;728;789.9;54;1;11;4
2019-07-31 12:00:00 +0000;1389;787;927.1;63;11;12;4
2019-07-31 13:00:00 +0000;165;93;124.7;9;0;13;4
2019-07-31 15:00:00 +0000;15;8;12.6;1;0;15;4
2019-07-31 16:00:00 +0000;16;9;16.7;1;0;16;4
2019-07-31 17:00:00 +0000;18;10;13.9;1;0;17;4
2019-07-31 18:00:00 +0000;52;29;40.1;3;0;18;4
2019-07-31 19:00:00 +0000;17;10;10.7;1;0;19;4
2019-07-31 20:00:00 +0000;28;16;14.7;1;0;20;4
2019-07-31 21:00:00 +0000;36;20;37.5;3;0;21;4
2019-07-31 22:00:00 +0000;160;91;109.2;7;0;22;4
2019-08-01 02:00:00 +0000;118;67;72.9;5;1;2;5
2019-08-01 03:00:00 +0000;57;32;43.4;3;0;3;5
2019-08-01 12:00:00 +0000;65;37;43.4;3;1;12;5
2019-08-01 13:00:00 +0000;173;98;133.3;9;0;13;5
2019-08-01 16:00:00 +0000;29;16;25.8;2;0;16;5
2019-08-01 19:00:00 +0000;173;98;104.7;7;1;19;5
2019-08-01 20:00:00 +0000;175;99;136.8;9;1;20;5
2019-08-02 00:00:00 +0000;27;15;18.2;1;0;0;6
2019-08-02 06:00:00 +0000;47;27;32.9;2;0;6;6
2019-08-02 13:00:00 +0000;248;140;177.0;12;2;13;6
2019-08-02 14:00:00 +0000;62;35;34.1;2;0;14;6
2019-08-02 15:00:00 +0000;12;7;6.6;0;0;15;6
2019-08-02 17:00:00 +0000;161;91;119.4;8;1;17;6
2019-08-02 18:00:00 +0000;887;502;654.8;45;2;18;6
2019-08-02 20:00:00 +0000;1130;640;690.7;47;0;20;6
2019-08-02 21:00:00 +0000;1023;579;737.2;50;11;21;6
2019-08-03 01:00:00 +0000;14;8;7.9;1;0;1;7
2019-08-03 09:00:00 +0000;113;64;70.2;5;0;9;7
2019-08-03 15:00:00 +0000;119;67;107.6;7;0;15;7
2019-08-03 16:00:00 +0000;1077;610;987.3;68;2;16;7
2019-08-03 22:00:00 +0000;28;16;22.0;2;0;22;7
2019-08-03 23:00:00 +0000;63;36;48.4;3;0;23;7
2019-08-04 14:00:00 +0000;28;16;27.7;2;0;14;1
2019-08-04 16:00:00 +0000;45;25;30.0;2;1;16;1
2019-08-04 17:00:00 +0000;103;58;66.3;5;0;17;1
2019-08-04 22:00:00 +0000;13;7;14.3;1;0;22;1
2019-08-05 00:00:00 +0000;39;22;30.4;2;0;0;2
2019-08-05 11:00:00 +0000;353;200;227.3;16;1;11;2
2019-08-05 12:00:00 +0000;351;199;218.2;15;0;12;2
2019-08-05 13:00:00 +0000;169;96;102.6;7;4;13;2
2019-08-05 14:00:00 +0000;36;20;21.8;1;0;14;2
2019-08-05 17:00:00 +0000;110;62;73.0;5;1;17;2
2019-08-05 18:00:00 +0000;30;17;17.8;1;0;18;2
2019-08-05 21:00:00 +0000;27;15;16.7;1;0;21;2
2019-08-06 00:00:00 +0000;24;14;19.6;1;0;0;3
2019-08-06 10:00:00 +0000;285;161;184.9;13;1;10;3
2019-08-06 11:00:00 +0000;37;21;20.1;1;0;11;3
2019-08-06 12:00:00 +0000;22;12;14.9;1;0;12;3
2019-08-06 14:00:00 +0000;48;27;30.1;2;0;14;3
2019-08-06 16:00:00 +0000;22;12;10.4;1;0;16;3
2019-08-06 17:00:00 +0000;1193;676;1027.6;70;1;17;3
2019-08-06 18:00:00 +0000;189;107;115.2;8;0;18;3
2019-08-06 19:00:00 +0000;47;27;36.0;2;0;19;3
2019-08-06 22:00:00 +0000;151;86;95.0;7;0;22;3
2019-08-07 09:00:00 +0000;9;5;10.4;1;0;9;4
2019-08-07 10:00:00 +0000;8;5;3.8;0;0;10;4
2019-08-07 11:00:00 +0000;83;47;59.7;4;0;11;4
2019-08-07 13:00:00 +0000;122;69;118.9;8;2;13;4
2019-08-07 14:00:00 +0000;3312;1876;2302.6;157;0;14;4
2019-08-07 15:00:00 +0000;154;87;99.3;7;2;15;4
2019-08-07 16:00:00 +0000;918;520;586.7;40;0;16;4
2019-08-07 17:00:00 +0000;392;222;247.5;17;1;17;4
2019-08-07 22:00:00 +0000;8;5;7.4;1;0;22;4
2019-08-08 00:00:00 +0000;58;33;33.6;2;0;0;5
2019-08-08 12:00:00 +0000;329;186;214.7;15;2;12;5
2019-08-08 13:00:00 +0000;18;10;36.6;3;0;13;5
2019-08-08 16:00:00 +0000;144;82;111.5;8;2;16;5
2019-08-08 17:00:00 +0000;146;83;107.1;7;0;17;5
2019-08-08 19:00:00 +0000;25;14;15.9;1;0;19;5
2019-08-09 00:00:00 +0000;22;12;14.7;1;0;0;6
2019-08-09 10:00:00 +0000;15;8;7.3;1;0;10;6
2019-08-09 17:00:00 +0000;68;39;47.7;3;0;17;6
2019-08-09 18:00:00 +0000;51;29;43.2;3;0;18;6
2019-08-09 19:00:00 +0000;36;20;27.5;2;1;19;6
2019-08-09 20:00:00 +0000;116;66;65.5;4;0;20;6
2019-08-10 02:00:00 +0000;20;11;15.8;1;0;2;7
2019-08-10 13:00:00 +0000;66;37;48.1;3;0;13;7
2019-08-10 14:00:00 +0000;70;40;47.0;3;0;14;7
2019-08-10 17:00:00 +0000;13;7;7.9;1;0;17;7
2019-08-10 19:00:00 +0000;139;79;87.2;6;0;19;7
2019-08-10 20:00:00 +0000;112;63;84.6;6;1;20;7
2019-08-11 02:00:00 +0000;11;6;7.7;1;0;2;1
2019-08-11 17:00:00 +0000;16;9;11.2;1;0;17;1
2019-08-11 18:00:00 +0000;178;101;122.2;8;0;18;1
2019-08-11 19:00:00 +0000;123;70;92.9;6;0;19;1
2019-08-11 20:00:00 +0000;148;84;105.2;7;1;20;1
2019-08-11 23:00:00 +0000;94;53;74.9;5;0;23;1
2019-08-12 07:00:00 +0000;116;66;77.3;5;1;7;2
2019-08-12 08:00:00 +0000;475;269;292.4;20;1;8;2
2019-08-12 09:00:00 +0000;1234;699;726.0;50;1;9;2
2019-08-12 10:00:00 +0000;230;130;155.1;11;1;10;2
2019-08-12 11:00:00 +0000;574;325;331.5;23;1;11;2
2019-08-12 12:00:00 +0000;736;417;477.3;33;4;12;2
2019-08-12 13:00:00 +0000;431;244;275.4;19;0;13;2
2019-08-12 14:00:00 +0000;1399;792;937.9;64;10;14;2
2019-08-12 15:00:00 +0000;132;75;84.1;6;2;15;2
2019-08-12 16:00:00 +0000;92;52;53.2;4;0;16;2
2019-08-12 17:00:00 +0000;118;67;70.8;5;0;17;2
2019-08-12 18:00:00 +0000;38;22;25.7;2;0;18;2
2019-08-12 20:00:00 +0000;8;5;5.9;0;0;20;2
2019-08-12 21:00:00 +0000;89;50;55.1;4;0;21;2
2019-08-12 22:00:00 +0000;83;47;54.8;4;0;22;2
2019-08-12 23:00:00 +0000;20;11;13.5;1;0;23;2
